"row","stratum","id","book.value","audit.value"
"1075",2,1074,31863,31863
"1076",1,1075,549831,549831
"1077",1,1076,503716,503716
"1078",2,1077,386821,386821
"1079",2,1078,649444,649444
"1080",2,1079,631991,631991
"1081",1,1080,414522,0
"1082",1,1081,432053,432053
"1083",2,1082,435592,435592
"1084",3,1083,304796,0
"1085",1,1084,187560,0
"1086",1,1085,472337,472337
"1087",1,1086,619174,0
"1088",3,1087,255571,255571
"1089",2,1088,557810,557810
"1090",3,1089,194205,194205
"1091",1,1090,377268,377268
"1092",1,1091,338482,338482
"1093",1,1092,615011,615011
"1094",3,1093,129524,129524
"1095",3,1094,180548,180548
"1096",3,1095,569571,569571
"1097",2,1096,424138,424138
"1098",1,1097,644057,644057
"1099",1,1098,156769,156769
"1100",3,1099,227779,227779
"1101",3,1100,194746,194746
"1102",1,1101,478254,478254
"1103",3,1102,51834,51834
"1104",3,1103,218732,218732
"1105",2,1104,416547,416547
"1106",2,1105,501362,0
"1107",3,1106,160698,160698
"1108",3,1107,295805,295805
"1109",2,1108,329063,329063
"1110",1,1109,70464,70464
"1111",3,1110,502400,502400
"1112",2,1111,234185,234185
"1113",2,1112,620443,620443
"1114",1,1113,323846,323846
"1115",1,1114,498214,498214
"1116",2,1115,75893,75893
"1117",3,1116,650939,650939
"1118",1,1117,244539,244539
"1119",2,1118,649213,649213
"1120",1,1119,340386,340386
"1121",1,1120,351635,351635
"1122",3,1121,479707,479707
"1123",1,1122,565741,0
"1124",1,1123,146444,146444
"1125",1,1124,531390,531390
"1126",3,1125,529898,529898
"1127",2,1126,526025,526025
"1128",1,1127,83590,83590
"1129",2,1128,220467,220467
"1130",2,1129,232814,232814
"1131",3,1130,601021,601021
"1132",3,1131,235967,0
"1133",2,1132,502403,0
"1134",3,1133,358525,358525
"1135",3,1134,457246,0
"1136",2,1135,380147,380147
"1137",1,1136,206181,0
"1138",2,1137,197807,197807
"1139",1,1138,620388,620388
"1140",3,1139,423949,423949
"1141",2,1140,168314,0
"1142",1,1141,281932,281932
"1143",3,1142,135100,135100
"1144",1,1143,499066,499066
"1145",2,1144,646748,646748
"1146",2,1145,65466,65466
"1147",2,1146,567889,567889
"1148",1,1147,81351,81351
"1149",1,1148,297825,0
"1150",3,1149,445590,445590
"1151",2,1150,574969,574969
"1152",3,1151,600852,600852
"1153",3,1152,486338,0
"1154",2,1153,101560,0
"1155",2,1154,382983,382983
"1156",1,1155,410517,410517
"1157",3,1156,157612,157612
"1158",2,1157,499191,0
"1159",1,1158,86344,86344
"1160",2,1159,135137,135137
"1161",1,1160,390007,0
"1162",2,1161,363680,363680
"1163",1,1162,268310,268310
"1164",1,1163,494018,494018
"1165",1,1164,142428,142428
"1166",3,1165,329896,329896
"1167",1,1166,124697,124697
"1168",1,1167,9444,9444
"1169",3,1168,358799,358799
"1170",2,1169,484755,484755
"1171",2,1170,44442,44442
"1172",2,1171,61394,61394
"1173",3,1172,375155,375155
"1174",1,1173,320601,320601
"1175",2,1174,287757,287757
"1176",3,1175,388835,388835
"1177",2,1176,508894,508894
"1178",1,1177,107112,107112
"1179",2,1178,270531,270531
"1180",1,1179,3079,3079
"1181",1,1180,549467,549467
"1182",3,1181,37540,37540
"1183",3,1182,368903,368903
"1184",3,1183,516377,516377
"1185",1,1184,10686,10686
"1186",2,1185,623408,623408
"1187",3,1186,629124,629124
"1188",3,1187,559416,559416
"1189",2,1188,22292,22292
"1190",1,1189,83713,83713
"1191",2,1190,237436,237436
"1192",2,1191,121462,0
"1193",3,1192,154236,154236
"1194",1,1193,521109,521109
"1195",1,1194,363244,363244
"1196",3,1195,477712,0
"1197",1,1196,297903,0
"1198",3,1197,460912,460912
"1199",2,1198,233853,233853
"1200",3,1199,294726,294726
"1201",3,1200,327943,0
"1202",2,1201,344256,344256
"1203",3,1202,220735,220735
"1204",2,1203,577297,577297
"1205",3,1204,364846,364846
"1206",1,1205,134783,134783
"1207",1,1206,527397,527397
"1208",3,1207,213352,213352
"1209",2,1208,239286,239286
"1210",2,1209,554124,554124
"1211",3,1210,89173,89173
"1212",1,1211,414928,414928
"1213",2,1212,240009,240009
"1214",1,1213,520753,520753
"1215",3,1214,622326,0
"1216",2,1215,226447,226447
"1217",3,1216,91955,91955
"1218",1,1217,366853,366853
"1219",3,1218,545688,545688
"1220",2,1219,542447,0
"1221",2,1220,467869,467869
"1222",1,1221,210392,210392
"1223",3,1222,18767,18767
"1224",3,1223,37617,37617
"1225",1,1224,113152,113152
"1226",2,1225,562595,562595
"1227",1,1226,218315,218315
"1228",3,1227,175048,175048
"1229",2,1228,100040,100040
"1230",1,1229,222296,0
"1231",1,1230,535168,535168
"1232",1,1231,592483,592483
"1233",2,1232,320706,320706
"1234",1,1233,200435,200435
"1235",1,1234,440103,440103
"1236",1,1235,113182,113182
"1237",3,1236,449958,449958
"1238",3,1237,475805,475805
"1239",1,1238,262236,262236
"1240",1,1239,34761,0
"1241",1,1240,613020,613020
"1242",2,1241,576140,576140
"1243",2,1242,145917,145917
"1244",3,1243,350222,350222
"1245",1,1244,498511,498511
"1246",2,1245,83566,83566
"1247",1,1246,503229,503229
"1248",1,1247,227183,0
"1249",3,1248,114207,114207
"1250",3,1249,493755,493755
"1251",2,1250,524319,0
"1252",2,1251,618840,618840
"1253",1,1252,26740,26740
"1254",1,1253,454282,454282
"1255",3,1254,10283,10283
"1256",1,1255,204740,204740
"1257",1,1256,340117,340117
"1258",3,1257,348214,348214
"1259",2,1258,32274,32274
"1260",1,1259,88052,88052
"1261",2,1260,611359,611359
"1262",1,1261,2176,2176
"1263",1,1262,312746,312746
"1264",3,1263,145608,0
"1265",1,1264,410282,410282
"1266",2,1265,531219,531219
"1267",3,1266,527367,527367
"1268",1,1267,612042,612042
"1269",3,1268,139844,139844
"1270",1,1269,420709,420709
"1271",3,1270,192561,192561
"1272",2,1271,613238,0
"1273",2,1272,189994,189994
"1274",3,1273,275811,275811
"1275",2,1274,515267,515267
"1276",3,1275,299357,299357
"1277",2,1276,230882,230882
"1278",1,1277,649416,649416
"1279",2,1278,617151,0
"1280",1,1279,353671,353671
"1281",3,1280,538278,538278
"1282",2,1281,242531,0
"1283",3,1282,618802,0
"1284",2,1283,294317,294317
"1285",1,1284,201562,201562
"1286",3,1285,148571,148571
"1287",2,1286,56933,56933
"1288",2,1287,362135,362135
"1289",2,1288,283101,283101
"1290",3,1289,173398,173398
"1291",2,1290,208829,208829
"1292",1,1291,158123,158123
"1293",3,1292,648083,0
"1294",2,1293,304232,304232
"1295",1,1294,50108,50108
"1296",3,1295,557822,0
"1297",3,1296,241940,241940
"1298",3,1297,22703,22703
"1299",2,1298,2702,2702
"1300",1,1299,87532,0
"1301",2,1300,499862,499862
"1302",2,1301,318832,318832
"1303",3,1302,412964,412964
"1304",3,1303,502062,502062
"1305",2,1304,576482,576482
"1306",1,1305,341305,0
"1307",1,1306,533152,533152
"1308",3,1307,163623,163623
"1309",1,1308,7370,7370
"1310",1,1309,356255,356255
"1311",2,1310,314762,0
"1312",3,1311,637084,637084
"1313",1,1312,339847,339847
"1314",3,1313,637521,637521
"1315",1,1314,547402,547402
"1316",3,1315,32624,32624
"1317",1,1316,543297,543297
"1318",2,1317,90890,0
"1319",1,1318,175085,175085
"1320",3,1319,336659,336659
"1321",2,1320,157473,157473
"1322",3,1321,110336,110336
"1323",2,1322,72593,0
"1324",3,1323,425225,425225
"1325",2,1324,5968,5968
"1326",2,1325,298523,298523
"1327",2,1326,542869,0
"1328",1,1327,521129,521129
"1329",2,1328,68864,68864
"1330",2,1329,542127,542127
"1331",1,1330,170133,170133
"1332",2,1331,509887,509887
"1333",2,1332,74786,0
"1334",2,1333,314729,314729
"1335",1,1334,543073,543073
"1336",3,1335,62618,62618
"1337",3,1336,78387,78387
"1338",3,1337,550623,0
"1339",2,1338,226526,226526
"1340",1,1339,605118,605118
"1341",2,1340,64232,64232
"1342",2,1341,523720,523720
"1343",1,1342,446723,446723
"1344",2,1343,159848,0
"1345",3,1344,558949,558949
"1346",1,1345,640896,640896
"1347",2,1346,70701,70701
"1348",2,1347,117812,117812
"1349",2,1348,267191,267191
"1350",1,1349,209944,209944
"1351",1,1350,51185,51185
"1352",1,1351,568592,568592
"1353",1,1352,174353,174353
"1354",1,1353,253671,253671
"1355",2,1354,161049,161049
"1356",1,1355,329577,329577
"1357",3,1356,298235,298235
"1358",1,1357,61590,61590
"1359",2,1358,506527,506527
"1360",2,1359,485885,485885
"1361",1,1360,274844,274844
"1362",3,1361,493681,493681
"1363",2,1362,32059,0
"1364",1,1363,100395,100395
"1365",1,1364,274274,274274
"1366",1,1365,188677,188677
"1367",2,1366,545311,545311
"1368",1,1367,151094,151094
"1369",1,1368,498538,0
"1370",2,1369,231955,0
"1371",1,1370,105487,105487
"1372",2,1371,629218,629218
"1373",2,1372,147136,147136
"1374",3,1373,363625,363625
"1375",3,1374,502389,502389
"1376",2,1375,450846,450846
"1377",3,1376,45953,45953
"1378",1,1377,489682,489682
"1379",2,1378,625094,0
"1380",2,1379,190318,190318
"1381",2,1380,224808,224808
"1382",3,1381,585638,0
"1383",1,1382,313736,313736
"1384",3,1383,368995,368995
"1385",1,1384,237246,237246
"1386",1,1385,480842,480842
"1387",3,1386,49678,49678
"1388",1,1387,544525,544525
"1389",1,1388,640331,640331
"1390",3,1389,40719,40719
"1391",3,1390,376073,376073
"1392",2,1391,390738,0
"1393",2,1392,31174,31174
"1394",2,1393,277032,277032
"1395",3,1394,378026,0
"1396",2,1395,261224,261224
"1397",2,1396,183393,183393
"1398",1,1397,111932,111932
"1399",1,1398,565064,565064
"1400",1,1399,54137,54137
"1401",1,1400,21430,21430
"1402",1,1401,639096,0
"1403",2,1402,362389,362389
"1404",1,1403,783,783
"1405",3,1404,486115,486115
"1406",2,1405,477441,0
"1407",3,1406,516233,0
"1408",1,1407,573077,573077
"1409",3,1408,219725,219725
"1410",3,1409,483513,483513
"1411",3,1410,648892,648892
"1412",2,1411,330233,330233
"1413",1,1412,107383,0
"1414",1,1413,522292,522292
"1415",3,1414,135089,135089
"1416",2,1415,605173,605173
"1417",1,1416,360366,360366
"1418",3,1417,567437,567437
"1419",2,1418,644717,644717
"1420",3,1419,631560,631560
"1421",2,1420,447152,0
"1422",2,1421,221986,0
"1423",3,1422,471262,471262
"1424",2,1423,516983,516983
"1425",1,1424,205844,205844
"1426",2,1425,131255,0
"1427",3,1426,564417,564417
"1428",3,1427,31367,31367
"1429",2,1428,335270,335270
"1430",3,1429,498510,498510
"1431",1,1430,618730,618730
"1432",3,1431,562485,0
"1433",3,1432,49017,0
"1434",2,1433,240129,240129
"1435",2,1434,652247,652247
"1436",2,1435,34561,0
"1437",3,1436,323586,0
"1438",2,1437,310095,310095
"1439",2,1438,102533,102533
"1440",1,1439,510083,510083
"1441",2,1440,492360,492360
"1442",1,1441,507693,507693
"1443",2,1442,108790,108790
"1444",3,1443,553462,0
"1445",3,1444,163110,163110
"1446",1,1445,241778,0
"1447",2,1446,194896,194896
"1448",2,1447,599442,599442
"1449",1,1448,518789,518789
"1450",2,1449,177281,177281
"1451",3,1450,99661,99661
"1452",3,1451,343934,343934
"1453",1,1452,584385,584385
"1454",2,1453,415276,415276
"1455",3,1454,260593,0
"1456",1,1455,247427,247427
"1457",3,1456,259769,259769
"1458",3,1457,302247,0
"1459",1,1458,228581,228581
"1460",3,1459,302449,302449
"1461",3,1460,624191,624191
"1462",3,1461,257221,257221
"1463",1,1462,518771,0
"1464",1,1463,204799,0
"1465",3,1464,551227,551227
"1466",3,1465,318765,318765
"1467",1,1466,467348,467348
"1468",2,1467,22413,22413
"1469",2,1468,610495,610495
"1470",3,1469,65239,65239
"1471",1,1470,402540,402540
"1472",3,1471,127669,127669
"1473",2,1472,236326,236326
"1474",2,1473,374682,374682
"1475",3,1474,164890,0
"1476",2,1475,581422,581422
"1477",3,1476,375546,0
"1478",3,1477,514138,514138
"1479",3,1478,160027,160027
"1480",3,1479,567081,567081
"1481",1,1480,318735,318735
"1482",3,1481,434878,434878
"1483",3,1482,115600,115600
"1484",3,1483,236690,236690
"1485",1,1484,412176,412176
"1486",3,1485,203456,203456
"1487",2,1486,248404,0
"1488",2,1487,486494,0
"1489",3,1488,191413,191413
"1490",1,1489,113390,113390
"1491",1,1490,427709,427709
"1492",3,1491,462577,462577
"1493",3,1492,462267,462267
"1494",1,1493,269637,269637
"1495",3,1494,164217,164217
"1496",3,1495,118051,118051
"1497",1,1496,345511,345511
"1498",2,1497,115062,115062
"1499",2,1498,89143,89143
"1500",3,1499,181575,181575
"1501",3,1500,151757,0
"1502",2,1501,523901,523901
"1503",1,1502,507123,507123
"1504",3,1503,190513,190513
"1505",2,1504,295748,295748
"1506",2,1505,448573,448573
"1507",2,1506,136889,136889
"1508",2,1507,415212,415212
"1509",2,1508,123502,123502
"1510",2,1509,450522,450522
"1511",3,1510,579253,579253
"1512",3,1511,343370,343370
"1513",1,1512,56854,56854
"1514",2,1513,214640,214640
"1515",2,1514,591525,0
"1516",1,1515,329982,329982
"1517",2,1516,306170,306170
"1518",2,1517,233131,233131
"1519",1,1518,82413,82413
"1520",3,1519,298254,298254
"1521",1,1520,68722,68722
"1522",3,1521,441789,441789
"1523",2,1522,178465,178465
"1524",3,1523,309627,309627
"1525",1,1524,591095,591095
"1526",1,1525,175243,175243
"1527",2,1526,175979,0
"1528",2,1527,446163,0
"1529",1,1528,491800,491800
"1530",3,1529,167389,167389
"1531",3,1530,503507,503507
"1532",3,1531,486407,486407
"1533",2,1532,190710,190710
"1534",2,1533,70487,70487
"1535",1,1534,122367,122367
"1536",2,1535,632574,632574
"1537",1,1536,207380,207380
"1538",3,1537,426065,426065
"1539",2,1538,583778,0
"1540",1,1539,186529,186529
"1541",3,1540,105420,0
"1542",1,1541,409218,0
"1543",2,1542,627054,627054
"1544",3,1543,157058,157058
"1545",1,1544,532877,532877
"1546",1,1545,144754,144754
"1547",2,1546,454688,0
"1548",2,1547,305263,305263
"1549",3,1548,289521,289521
"1550",3,1549,315664,315664
"1551",1,1550,521066,521066
"1552",2,1551,174504,174504
"1553",2,1552,426217,426217
"1554",2,1553,642303,0
"1555",1,1554,394714,394714
"1556",3,1555,436221,436221
"1557",1,1556,495848,495848
"1558",2,1557,527287,527287
"1559",3,1558,545353,545353
"1560",3,1559,552946,552946
"1561",1,1560,190001,190001
"1562",3,1561,586361,586361
"1563",1,1562,230353,230353
"1564",2,1563,75536,75536
"1565",1,1564,489467,489467
"1566",1,1565,136076,136076
"1567",3,1566,341152,341152
"1568",1,1567,220138,220138
"1569",3,1568,311966,311966
"1570",1,1569,18671,18671
"1571",1,1570,107315,0
"1572",3,1571,116026,116026
"1573",2,1572,133252,133252
"1574",1,1573,420192,420192
"1575",3,1574,447513,447513
"1576",1,1575,628193,628193
"1577",2,1576,15325,15325
"1578",1,1577,104304,0
"1579",2,1578,368310,368310
"1580",2,1579,150082,150082
"1581",1,1580,330641,330641
"1582",1,1581,16452877,0
"1583",1,1582,635782,635782
"1584",3,1583,304239,304239
"1585",2,1584,499906,499906
"1586",2,1585,154686,0
"1587",2,1586,155287,155287
"1588",2,1587,511788,511788
"1589",2,1588,290087,290087
"1590",3,1589,352553,352553
"1591",3,1590,525151,0
"1592",2,1591,599733,0
"1593",2,1592,443411,443411
"1594",1,1593,592866,0
"1595",1,1594,561857,561857
"1596",2,1595,416614,416614
"1597",1,1596,208599,208599
"1598",3,1597,42273,42273
"1599",1,1598,496730,496730
"1600",2,1599,211820,211820
"1601",1,1600,233841,233841
"1602",1,1601,554956,554956
"1603",3,1602,615338,615338
"1604",3,1603,617263,617263
"1605",1,1604,81617,81617
"1606",3,1605,572732,572732
"1607",1,1606,97527,97527
"1608",2,1607,202133,202133
"1609",2,1608,526824,526824
"1610",2,1609,565333,565333
"1611",3,1610,393489,0
"1612",2,1611,10560,10560
"1613",3,1612,381974,381974
"1614",3,1613,154873,154873
"1615",2,1614,554533,554533
"1616",2,1615,644895,644895
"1617",2,1616,478389,478389
"1618",2,1617,424140,424140
"1619",1,1618,259234,259234
"1620",1,1619,39773,0
"1621",1,1620,549979,549979
"1622",1,1621,584208,584208
"1623",3,1622,114150,114150
"1624",2,1623,449885,449885
"1625",3,1624,363013,0
"1626",2,1625,92757,92757
"1627",1,1626,542932,542932
"1628",2,1627,493378,493378
"1629",3,1628,122199,122199
"1630",3,1629,505783,505783
"1631",2,1630,369989,369989
"1632",2,1631,440615,440615
"1633",2,1632,236098,236098
"1634",3,1633,628562,0
"1635",3,1634,509893,509893
"1636",1,1635,173583,173583
"1637",1,1636,503324,503324
"1638",1,1637,101662,101662
"1639",3,1638,440050,440050
"1640",1,1639,649666,649666
"1641",3,1640,324664,324664
"1642",3,1641,604728,604728
"1643",3,1642,134493,134493
"1644",2,1643,394156,394156
"1645",3,1644,400335,400335
"1646",3,1645,104775,104775
"1647",3,1646,232817,0
"1648",2,1647,33347,33347
"1649",1,1648,242902,242902
"1650",1,1649,171400,171400
"1651",3,1650,618387,618387
"1652",2,1651,288222,0
"1653",2,1652,92474,92474
"1654",1,1653,79074,79074
"1655",2,1654,347993,347993
"1656",1,1655,561435,561435
"1657",3,1656,491958,491958
"1658",1,1657,320516,320516
"1659",3,1658,9354,0
"1660",3,1659,181339,181339
"1661",1,1660,635995,635995
"1662",1,1661,164834,164834
"1663",2,1662,504441,504441
"1664",3,1663,306794,306794
"1665",2,1664,573762,0
"1666",3,1665,409741,409741
"1667",2,1666,495401,495401
"1668",2,1667,345031,345031
"1669",1,1668,356056,356056
"1670",2,1669,592718,592718
"1671",2,1670,525875,525875
"1672",1,1671,260458,260458
"1673",3,1672,536689,536689
"1674",1,1673,180827,180827
"1675",2,1674,344901,344901
"1676",2,1675,453970,453970
"1677",2,1676,101061,101061
"1678",2,1677,406252,406252
"1679",1,1678,405932,405932
"1680",1,1679,564202,564202
"1681",2,1680,60604,60604
"1682",3,1681,178526,0
"1683",1,1682,643746,643746
"1684",1,1683,26392,26392
"1685",1,1684,628983,628983
"1686",2,1685,507243,507243
"1687",2,1686,374802,0
"1688",3,1687,274115,274115
"1689",3,1688,613917,613917
"1690",2,1689,120514,120514
"1691",1,1690,500372,500372
"1692",1,1691,173510,173510
"1693",3,1692,319972,319972
"1694",3,1693,75947,75947
"1695",3,1694,126906,0
"1696",3,1695,610963,610963
"1697",2,1696,4444,4444
"1698",2,1697,403876,403876
"1699",1,1698,537424,537424
"1700",3,1699,222346,222346
"1701",1,1700,82491,82491
"1702",2,1701,297964,0
"1703",3,1702,486790,0
"1704",3,1703,15034,15034
"1705",3,1704,240235,0
"1706",1,1705,42145,42145
"1707",2,1706,362479,362479
"1708",3,1707,500758,500758
"1709",2,1708,494228,494228
"1710",1,1709,504841,504841
"1711",1,1710,15017,15017
"1712",1,1711,483072,483072
"1713",3,1712,241081,241081
"1714",2,1713,182702,182702
"1715",3,1714,415567,415567
"1716",2,1715,34310,34310
"1717",2,1716,517204,517204
"1718",3,1717,188903,188903
"1719",1,1718,76186,76186
"1720",3,1719,129028,129028
"1721",2,1720,384386,384386
"1722",2,1721,596574,596574
"1723",1,1722,74646,74646
"1724",1,1723,111029,0
"1725",3,1724,646393,646393
"1726",1,1725,525601,525601
"1727",2,1726,329215,329215
"1728",2,1727,199469,199469
"1729",1,1728,644449,644449
"1730",3,1729,217492,217492
"1731",2,1730,293801,293801
"1732",1,1731,596956,596956
"1733",3,1732,402135,402135
"1734",3,1733,68842,68842
"1735",2,1734,6654,0
"1736",1,1735,509591,0
"1737",3,1736,373414,373414
"1738",3,1737,249848,249848
"1739",3,1738,217558,0
"1740",1,1739,97284,97284
"1741",3,1740,344777,344777
"1742",2,1741,75121,75121
"1743",1,1742,511170,511170
"1744",1,1743,161106,161106
"1745",1,1744,24093,0
"1746",3,1745,17121,0
"1747",3,1746,265311,0
"1748",3,1747,19814,19814
"1749",2,1748,351783,0
"1750",3,1749,499312,499312
"1751",3,1750,522960,522960
"1752",3,1751,2321,0
"1753",2,1752,203090,203090
"1754",3,1753,640628,640628
"1755",2,1754,501019,501019
"1756",3,1755,241802,241802
"1757",2,1756,300923,300923
"1758",2,1757,77883,77883
"1759",3,1758,85656,85656
"1760",3,1759,180155,180155
"1761",1,1760,188368,188368
"1762",1,1761,47607,47607
"1763",2,1762,418169,418169
"1764",2,1763,360849,0
"1765",3,1764,493335,493335
"1766",3,1765,239455,239455
"1767",2,1766,111773,111773
"1768",3,1767,440301,0
"1769",3,1768,552025,0
"1770",3,1769,93686,93686
"1771",2,1770,421643,421643
"1772",1,1771,427969,427969
"1773",2,1772,42501,42501
"1774",1,1773,164357,164357
"1775",2,1774,276638,276638
"1776",1,1775,190428,190428
"1777",1,1776,330699,330699
"1778",2,1777,588877,588877
"1779",2,1778,299385,299385
"1780",1,1779,502960,502960
"1781",1,1780,408317,408317
"1782",3,1781,327939,327939
"1783",2,1782,223955,223955
"1784",1,1783,508852,508852
"1785",1,1784,568546,568546
"1786",3,1785,381039,381039
"1787",2,1786,294372,294372
"1788",3,1787,201240,201240
"1789",3,1788,629894,629894
"1790",1,1789,117782,117782
"1791",1,1790,603466,603466
"1792",2,1791,402424,402424
"1793",3,1792,562198,562198
"1794",2,1793,422538,0
"1795",1,1794,456585,456585
"1796",2,1795,168423,168423
"1797",3,1796,639098,639098
"1798",2,1797,227646,227646
"1799",2,1798,85947,85947
"1800",1,1799,428255,428255
"1801",3,1800,129751,129751
"1802",1,1801,46817,46817
"1803",3,1802,12275,12275
"1804",2,1803,494156,494156
"1805",1,1804,368414,368414
"1806",3,1805,112694,112694
"1807",2,1806,287263,287263
"1808",3,1807,140145,140145
"1809",2,1808,70878,0
"1810",1,1809,631897,631897
"1811",2,1810,377088,0
"1812",3,1811,512313,512313
"1813",3,1812,92160,92160
"1814",2,1813,6046,6046
"1815",2,1814,354029,354029
"1816",2,1815,266393,266393
"1817",2,1816,6462,6462
"1818",2,1817,508861,508861
"1819",1,1818,115640,115640
"1820",3,1819,209238,209238
"1821",2,1820,243907,243907
"1822",1,1821,342908,342908
"1823",3,1822,544357,544357
"1824",2,1823,450757,0
"1825",3,1824,465799,465799
"1826",1,1825,331907,0
"1827",3,1826,574271,574271
"1828",3,1827,466206,466206
"1829",3,1828,640214,640214
"1830",3,1829,550167,550167
"1831",2,1830,220843,220843
"1832",3,1831,540210,540210
"1833",1,1832,519184,519184
"1834",1,1833,285618,285618
"1835",1,1834,451926,0
"1836",2,1835,90378,90378
"1837",1,1836,446576,446576
"1838",3,1837,151209,151209
"1839",3,1838,39525,39525
"1840",2,1839,66469,0
"1841",2,1840,175231,175231
"1842",2,1841,400123,400123
"1843",3,1842,116379,116379
"1844",2,1843,32647,0
"1845",1,1844,539767,539767
"1846",2,1845,89657,89657
"1847",1,1846,389353,0
"1848",3,1847,46421,46421
"1849",1,1848,635890,635890
"1850",3,1849,645122,645122
"1851",3,1850,395524,395524
"1852",2,1851,169335,169335
"1853",1,1852,492958,492958
"1854",2,1853,202560,202560
"1855",2,1854,42512,42512
"1856",3,1855,142431,0
"1857",2,1856,11756,11756
"1858",3,1857,397577,397577
"1859",3,1858,282772,282772
"1860",2,1859,422103,422103
"1861",3,1860,594231,594231
"1862",1,1861,274673,274673
"1863",3,1862,402588,402588
"1864",2,1863,37614,37614
"1865",1,1864,69320,69320
"1866",2,1865,586521,586521
"1867",3,1866,460146,460146
"1868",2,1867,346551,346551
"1869",3,1868,446267,446267
"1870",1,1869,223749,223749
"1871",3,1870,131278,131278
"1872",1,1871,466763,466763
"1873",2,1872,349274,0
"1874",1,1873,395183,395183
"1875",3,1874,147548,147548
"1876",2,1875,8721,8721
"1877",1,1876,280676,280676
"1878",3,1877,508067,0
"1879",2,1878,196862,0
"1880",3,1879,572577,572577
"1881",1,1880,362277,362277
"1882",2,1881,376545,376545
"1883",1,1882,647707,647707
"1884",1,1883,215869,215869
"1885",3,1884,162261,162261
"1886",1,1885,187126,187126
"1887",2,1886,585220,585220
"1888",1,1887,260690,260690
"1889",2,1888,249071,249071
"1890",2,1889,476832,476832
"1891",3,1890,297755,297755
"1892",1,1891,607810,607810
"1893",3,1892,285508,0
"1894",3,1893,498522,498522
"1895",2,1894,434576,434576
"1896",2,1895,56178,56178
"1897",3,1896,294927,294927
"1898",1,1897,291060,291060
"1899",2,1898,30811,30811
"1900",2,1899,527600,527600
"1901",1,1900,403096,403096
"1902",1,1901,304739,304739
"1903",3,1902,638734,638734
"1904",2,1903,242660,0
"1905",2,1904,346225,346225
"1906",2,1905,229108,229108
"1907",3,1906,159103,159103
"1908",2,1907,392887,392887
"1909",2,1908,236412,236412
"1910",1,1909,614500,0
"1911",2,1910,436573,0
"1912",2,1911,490222,490222
"1913",2,1912,261390,0
"1914",2,1913,207079,207079
"1915",1,1914,45383,0
"1916",1,1915,49974,49974
"1917",3,1916,563168,563168
"1918",3,1917,459563,459563
"1919",1,1918,292815,292815
"1920",3,1919,429279,429279
"1921",2,1920,483548,483548
"1922",3,1921,69995,69995
"1923",2,1922,565615,0
"1924",2,1923,587284,587284
"1925",2,1924,516200,516200
"1926",2,1925,454884,454884
"1927",1,1926,13358,13358
"1928",2,1927,37144,37144
"1929",3,1928,132589,0
"1930",2,1929,377620,377620
"1931",2,1930,574800,574800
"1932",1,1931,196226,196226
"1933",1,1932,114592,114592
"1934",1,1933,571347,571347
"1935",1,1934,138481,138481
"1936",2,1935,441550,441550
"1937",3,1936,130058,130058
"1938",1,1937,26920,26920
"1939",3,1938,428068,428068
"1940",2,1939,309292,309292
"1941",1,1940,649653,649653
"1942",1,1941,523143,0
"1943",3,1942,599352,599352
"1944",1,1943,441404,441404
"1945",3,1944,353881,353881
"1946",1,1945,32929,32929
"1947",2,1946,595139,595139
"1948",3,1947,90441,90441
"1949",1,1948,614478,614478
"1950",1,1949,585109,585109
"1951",3,1950,260268,260268
"1952",1,1951,216151,216151
"1953",1,1952,265238,265238
"1954",2,1953,399194,399194
"1955",2,1954,648472,648472
"1956",2,1955,328327,328327
"1957",3,1956,351225,351225
"1958",2,1957,272871,0
"1959",1,1958,629925,0
"1960",3,1959,463562,463562
"1961",1,1960,502033,502033
"1962",1,1961,622384,622384
"1963",1,1962,296611,0
"1964",2,1963,190739,190739
"1965",2,1964,112659,112659
"1966",1,1965,178450,0
"1967",1,1966,188506,188506
"1968",3,1967,32153,32153
"1969",2,1968,591436,0
"1970",1,1969,29741,29741
"1971",3,1970,358287,0
"1972",2,1971,12858,12858
"1973",2,1972,313182,313182
"1974",3,1973,503193,503193
"1975",2,1974,211311,211311
"1976",1,1975,338058,338058
